symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body-style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression-ratio,horsepower,peak_rpm,city_L/100km,highway_L/100km,price,horsepower-binned,fuel-type-diesel,fuel-type-gas
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,0.6492537313432836,0.52991452991453,0.691666666666667,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,13.823529411764707,10.681818181818182,14399.0,Medium,False,True
0,108,nissan,gas,std,four,sedan,fwd,front,100.4,0.6492537313432836,0.52991452991453,0.6083333333333337,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152.0,5200.0,12.368421052631579,9.4,13499.0,Medium,False,True
3,194,nissan,gas,std,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,9.4,17199.0,Medium,False,True
3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,0.4417910447761193,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,13.823529411764707,10.217391304347826,19699.0,High,False,True
1,231,nissan,gas,std,two,hatchback,rwd,front,99.2,0.5582089552238807,0.6495726495726502,0.1583333333333338,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,12.368421052631579,9.4,18399.0,Medium,False,True
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,11900.0,Low,False,True
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,13200.0,Low,True,False
0,122,peugot,gas,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,12440.0,Low,False,True
0,122,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,9.4,13860.0,Low,True,False
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,9.791666666666666,15580.0,Low,False,True
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,16900.0,Low,True,False
0,122,peugot,gas,std,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.7416666666666671,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,12.368421052631579,9.791666666666666,16695.0,Low,False,True
0,122,peugot,diesel,turbo,four,wagon,rwd,front,114.2,0.8626865671641792,0.6923076923076928,0.9083333333333338,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,9.4,9.4,17075.0,Low,True,False
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12.368421052631579,9.791666666666666,16630.0,Low,False,True
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,0.6805970149253731,0.6923076923076928,0.7416666666666671,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,8.392857142857142,7.121212121212121,17950.0,Low,True,False
0,161,peugot,gas,turbo,four,sedan,rwd,front,108.0,0.6805970149253731,0.6837606837606836,0.6833333333333336,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,13.055555555555555,9.791666666666666,18150.0,Medium,False,True
1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6.351351351351352,5.7317073170731705,5572.0,Low,False,True
1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.25,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,9.791666666666666,7.833333333333333,7957.0,Low,False,True
1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.24179104477611965,0.2991452991452991,0.2333333333333337,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,6229.0,Low,False,True
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,6692.0,Low,False,True
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.39104477611940325,0.2991452991452991,0.25,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7.580645161290323,6.184210526315789,7609.0,Low,False,True
-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.5,0.3675213675213672,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.791666666666666,7.833333333333333,8921.0,Low,False,True
3,122,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.4791044776119402,0.5128205128205127,0.20000000000000048,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.368421052631579,9.791666666666666,12764.0,Medium,False,True
3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.41492537313432853,0.6837606837606836,0.20000000000000048,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,12.368421052631579,8.703703703703704,22018.0,Medium,False,True
3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,32528.0,High,False,True
3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,34028.0,High,False,True
3,122,porsche,gas,std,two,convertible,rwd,rear,89.5,0.41492537313432853,0.40170940170940184,0.31666666666666704,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.823529411764707,9.4,37028.0,High,False,True
0,122,renault,gas,std,four,wagon,fwd,front,96.1,0.6029850746268658,0.52991452991453,0.6166666666666671,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,10.217391304347826,7.580645161290323,9295.0,Low,False,True
2,122,renault,gas,std,two,hatchback,fwd,front,96.1,0.5328358208955226,0.5384615384615381,0.22500000000000023,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,10.217391304347826,7.580645161290323,9895.0,Low,False,True
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11.19047619047619,8.392857142857142,11850.0,Low,False,True
2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,12170.0,Low,False,True
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,15040.0,Low,False,True
2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,8.392857142857142,15510.0,Low,False,True
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,9.038461538461538,18150.0,Medium,False,True
2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.6791044776119403,0.52991452991453,0.691666666666667,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,9.038461538461538,18620.0,Medium,False,True
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.23582089552238822,0.264957264957265,0.49166666666666714,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,7.580645161290323,6.527777777777778,5118.0,Low,False,True
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.25074626865671656,0.2820512820512823,0.49166666666666714,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,7.580645161290323,7053.0,Low,False,True
2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.24179104477611965,0.2991452991452991,0.6583333333333338,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,7.580645161290323,7603.0,Low,False,True
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.34375,6.351351351351352,7126.0,Low,False,True
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,8.392857142857142,7.121212121212121,7775.0,Low,False,True
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.46119402985074637,0.4358974358974365,0.3916666666666669,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.038461538461538,7.34375,9960.0,Low,False,True
0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.791666666666666,9.4,9233.0,Low,False,True
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.46119402985074637,0.4358974358974365,0.5416666666666666,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.791666666666666,8.10344827586207,11259.0,Low,False,True
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8.392857142857142,7.34375,7463.0,Low,False,True
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.4835820895522389,0.4358974358974365,0.43333333333333357,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.4,7.580645161290323,10198.0,Low,False,True
0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.217391304347826,8.10344827586207,8013.0,Low,False,True
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.48507462686567165,0.4358974358974365,0.5916666666666668,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.217391304347826,10.217391304347826,11694.0,Low,False,True
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6.714285714285714,6.0256410256410255,5348.0,Low,False,True
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.184210526315789,6338.0,Low,False,True
1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.26268656716417904,0.2820512820512823,0.5583333333333336,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.184210526315789,6488.0,Low,False,True
0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,6.351351351351352,6918.0,Low,False,True
0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,7.34375,7898.0,Low,False,True
0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.42686567164179096,0.2820512820512823,0.941666666666667,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,7.34375,8778.0,Low,False,True
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,6.351351351351352,6938.0,Low,False,True
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,6.351351351351352,7198.0,Low,False,True
0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.911764705882353,6.527777777777778,7898.0,Low,True,False
0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.184210526315789,5.0,7788.0,Low,True,False
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.43333333333333357,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.184210526315789,5.0,7738.0,Low,False,True
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,6.911764705882353,8358.0,Low,False,True
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.3761194029850749,0.35042735042735107,0.4166666666666667,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,6.911764705882353,9258.0,Low,False,True
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,6.911764705882353,8058.0,Low,False,True
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,6.911764705882353,8238.0,Low,False,True
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,8.10344827586207,9298.0,Low,False,True
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.4119402985074626,0.3162393162393164,0.40000000000000036,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,8.10344827586207,9538.0,Low,False,True
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,8449.0,Low,False,True
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,9639.0,Low,False,True
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,9989.0,Low,False,True
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,11199.0,Low,False,True
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.35000000000000026,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,11549.0,Low,False,True
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.5238805970149253,0.45299145299145266,0.43333333333333357,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,7.833333333333333,17669.0,Low,False,True
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.10344827586207,6.911764705882353,8948.0,Low,False,True
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,7.833333333333333,7.121212121212121,10698.0,Low,True,False
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,9988.0,Low,False,True
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5916666666666668,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,10898.0,Low,False,True
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.5149253731343284,0.52991452991453,0.5083333333333334,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,7.34375,11248.0,Low,False,True
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,11.75,9.791666666666666,16558.0,Medium,False,True
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.6328358208955225,0.6324786324786328,0.35000000000000026,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.368421052631579,9.791666666666666,15998.0,Medium,False,True
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,11.75,9.791666666666666,15690.0,Medium,False,True
-1,122,toyota,gas,std,four,wagon,rwd,front,104.5,0.6970149253731346,0.52991452991453,0.5250000000000004,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,12.368421052631579,9.791666666666666,15750.0,Medium,False,True
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,5.108695652173913,7775.0,Low,True,False
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,7975.0,Low,False,True
2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,5.108695652173913,7995.0,Low,True,False
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,8195.0,Low,False,True
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,6.911764705882353,8495.0,Low,False,True
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.351351351351352,5.595238095238095,9495.0,Low,True,False
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.4567164179104477,0.4444444444444446,0.6583333333333338,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.038461538461538,7.34375,9995.0,Low,False,True
3,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.27164179104477637,0.33333333333333376,0.6500000000000004,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,8.10344827586207,11595.0,Low,False,True
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.3671641791044775,0.3162393162393164,0.3000000000000001,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,8.10344827586207,9980.0,Low,False,True
0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,12.368421052631579,9.791666666666666,13295.0,Low,False,True
0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.5835820895522387,0.5641025641025647,0.6083333333333337,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.121212121212121,6.184210526315789,13845.0,Low,True,False
0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.6268656716417911,0.5641025641025647,0.6083333333333337,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,9.4,7.580645161290323,12290.0,Low,False,True
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,12940.0,Low,False,True
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,13415.0,Low,False,True
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,8.392857142857142,15985.0,Low,False,True
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,8.392857142857142,16515.0,Low,False,True
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.7000000000000005,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,10.681818181818182,18420.0,Medium,False,True
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.711940298507463,0.5897435897435901,0.8083333333333336,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,10.681818181818182,18950.0,Medium,False,True
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,8.392857142857142,16845.0,Low,False,True
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7264957264957264,0.6416666666666669,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,12.368421052631579,9.4,19045.0,Medium,False,True
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,13.055555555555555,10.217391304347826,21485.0,Medium,False,True
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.038461538461538,8.703703703703704,22470.0,Low,True,False
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.711940298507463,0.7350427350427355,0.6416666666666669,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12.368421052631579,9.4,22625.0,Low,False,True
